#RA Dec weight
351.7591279548 0.2294577518 0.5217612386
351.5203237727 0.0302347627 0.4759998620
352.0283457746 0.3256528057 0.5193326473
351.7054703197 0.0355722510 0.4236921966
351.7388586826 0.2428902981 0.4995629787
351.5972273080 0.3751345219 0.0975640491
351.8060421963 0.0312379513 0.5424529910
352.0669004731 0.1173291370 0.9830235839
351.9301635672 0.2182649822 0.4331506491
351.4417521695 0.3208573150 0.4747912884
351.7677184963 0.1756056262 0.4995629787
351.7644078216 0.2915026365 0.4472553432
351.8082649629 0.1771420797 0.5084689260
351.3826111291 0.1175670679 0.4629229605
351.9520630396 0.0024923885 0.5853464603
351.8137502922 -0.0503390635 0.5119881630
351.5285594101 0.0993782693 0.5534914732
351.7548831748 0.0109669591 0.4401371777
351.6714727718 -0.0727334348 0.4547512531
351.4874856000 0.1454235192 0.5348218083
351.6519965234 -0.0715798590 0.4236921966
351.8431650104 0.0455073024 0.5067367554
351.9233088735 0.2607909537 0.0979902968
351.6889396471 0.1503555342 0.4833517373
351.7771530053 0.1306591994 0.6032278538
351.5226029078 0.2916054205 0.4848181009
351.6486433620 0.1488557058 0.5388002992
351.9648083590 0.2886187340 0.5192946792
351.5880953488 0.2249104180 0.5359438658
351.4452259767 0.3290149450 0.7962559462
351.6971906947 0.1746017862 0.4887968004
351.6989437995 0.0554742581 0.5370922089
351.7400264966 0.3518169790 0.3400002122
351.3845863348 -0.0085362653 0.4347541332
351.4110200840 0.2240060949 0.7635883093
351.4304535116 -0.0461184048 0.4325315356
351.7171317604 0.1546275867 0.3912327588
351.4257883513 -0.0461990120 0.4325315356
351.6252089027 -0.0917533374 0.5370922089
351.5933883189 -0.0374811636 0.5118375421
351.5523416647 0.2354603602 0.3726921976
351.7347199699 0.0545981246 0.4547512531
351.6565737493 0.1276108011 0.5002660751
352.0101892099 0.2338518930 0.5261279941
351.8969448666 0.1703312053 0.5406959057
351.5202553783 -0.0711132980 0.4007141590
351.5250399734 0.1494545650 0.4747912884
351.8941539274 0.1899095956 0.5406959057
351.8617024170 0.1772605738 0.5271410942
351.4062452640 -0.0461678313 0.5446680188
351.5271549556 0.1652264073 0.4747912884
351.6079895029 0.1321119997 0.4007141590
351.3850527662 0.3561327740 0.1123200431
351.7440428035 0.0597180376 0.4547512531
351.5717113642 0.2119692970 0.4848181009
351.6782940953 0.2971499106 0.4917269945
351.6953900097 0.0636085528 0.5370922089
351.4120056476 0.1078304636 0.5763229728
352.0617565130 0.2757116599 0.1048235968
351.6572394650 0.2962008668 0.4909251034
351.9656201379 0.0107755703 0.5853464603
351.4698661940 -0.0898829948 0.4759998620
351.5877737023 0.2097544080 0.2068335712
352.0399808282 0.1651095894 0.9406370521
351.8140066839 0.1543508857 0.5084689260
351.9170534288 0.2176478086 0.5420898199
351.8335695003 -0.0401966601 0.4096723199
352.0398536977 -0.0926257161 0.4315385520
351.3903571533 0.0093658648 0.6964194179
351.3790932662 0.0289412763 0.4629229605
351.6543305960 0.0540141017 0.5118375421
351.7469505148 -0.0899577358 0.1118466184
351.6450810530 0.2744409340 0.4887968004
351.4026059949 0.0603432023 0.6231302619
351.9149003150 -0.0026106016 0.5152376890
352.0199872992 0.0107914353 0.6611465812
351.5903306954 0.3534457030 0.3839325905
351.8711690632 0.3430121075 0.5311409831
351.4344148606 0.2424028866 0.6910076141
351.5205154648 0.1525310135 0.4747912884
351.9304648300 0.0471475503 0.5152376890
351.3746803920 0.0002839015 0.1104786918
351.4045860855 0.3545249519 0.3652701974
351.6875069744 0.0664519878 0.5539177060
351.8879835682 0.2089486853 0.5406959057
351.8868905192 0.1444286675 0.4407410324
351.6722275390 0.2213944644 0.4887968004
351.6732111639 0.0025170866 0.5370922089
351.5741584247 0.0985454797 0.4759998620
351.5171388335 0.1454386900 0.3652701974
351.4851032083 0.0200711910 0.5534914732
351.5086448117 0.0954042845 0.4325315356
352.0122715508 0.0257729520 0.5217952132
351.8299320381 0.2127813915 0.4520002604
351.3839354270 -0.0784389960 0.4347541332
351.7062266275 0.3522647498 0.4220688939
351.9145534893 0.0997170812 0.5094993114
351.7511702945 0.2129077715 0.4995629787
351.9157967031 0.1239283482 0.4096723199
352.0560753134 0.0273083286 0.8793436289
352.0044821292 0.2634549401 0.2116559893
351.8537670757 0.0125549548 0.4096723199
351.9697593972 0.1837133182 0.1100712270
351.5626575677 0.2035897717 0.4822132587
351.5289100543 0.2266137671 0.5256934166
351.5602358976 0.2433864200 0.3726921976
352.0254780275 0.2627373149 0.8329055309
351.9679277350 0.1247120283 0.5152376890
351.6960423252 0.0413248397 0.5370922089
351.7856627211 -0.0748976002 0.8123040795
351.7751907705 0.1299283668 0.6686566472
351.4850976865 0.1122345614 0.5446680188
352.0231440315 0.1378182225 0.5452707410
351.5188933969 0.0331165253 0.4759998620
351.9964825855 0.0315496777 0.4080000520
351.3950598695 0.2154357786 0.4629229605
351.9443326129 0.0367258663 0.5814934373
351.6572270680 -0.0228206207 0.5370922089
351.7479889449 -0.0878637893 0.5144783854
351.4904908600 0.1315871174 0.5446680188
352.0319310723 0.3034475128 0.5193326473
351.7511072085 0.1155130164 0.5118922591
351.9917871602 -0.0842406400 0.4478050470
352.0454736692 -0.0067439228 0.8793436289
351.3957836588 0.2853649235 0.4420001805
351.8274441734 0.2357393026 0.5271410942
351.7151224560 0.1595292632 0.3912327588
351.8473132247 0.2720107520 0.8694368601
352.0234220263 0.2210088602 0.9406370521
351.6142339481 0.0340924343 0.3984375298
351.8293922244 0.3307728119 0.5387670398
351.9169160121 0.0504337089 0.3928377330
351.7606139281 -0.0839327573 0.4026317894
351.7791705512 0.0298892013 0.4401371777
351.5762615976 -0.0692191253 0.5118375421
351.3745361527 0.3236419270 0.4420001805
351.4047215642 0.2629942246 0.7003111243
352.0191758466 0.0785437815 0.4080000520
351.4468899595 0.1559994684 0.6910076141
351.4861853923 0.3215818419 0.8036779165
351.7739720935 0.0545528660 0.5283372402
351.4518004535 0.2660640800 0.4372485578
351.8672779859 0.2892982551 0.5387670398
351.5302780008 0.0841901188 0.5859137774
351.4185537347 0.2183686366 0.7566490173
351.9693116740 0.3165899643 0.5281367898
351.6216417666 -0.0194420212 0.5475000143
351.5627256656 0.0734538094 0.5778284073
351.5823708976 0.0781836439 0.5216740966
351.8041051986 0.1828381967 0.4220688939
351.9092120047 -0.0354861370 0.5814934373
351.6112406221 -0.0005518397 0.5118375421
351.6549382149 0.0293365547 0.4462500513
351.7431410365 0.2317077932 0.4995629787
351.6380073905 0.2162158548 0.3839325905
351.4566470784 -0.0479276020 0.5859137774
351.8691942155 0.1391491227 0.7175291181
352.0528601322 0.1751437104 0.9399664402
351.6154905853 0.1897858489 0.4412362278
351.7421925807 -0.0657042699 0.5424529910
351.6759606763 0.1411334635 0.6293969750
352.0084338459 0.1588674624 0.4926708639
352.0106645931 0.1543808324 0.4926708639
351.5965828266 0.2065553966 0.5359438658
351.9260438726 0.3251169500 0.4926708639
351.9870347168 0.3657446510 0.5252288580
351.9717000595 -0.0234364748 0.4080000520
351.3985807002 0.1542264155 0.4629229605
351.8101718833 0.1502897372 0.5084689260
351.5975243273 -0.0576983066 0.5475000143
351.7786151304 0.2406178124 0.5084689260
351.7236394302 0.1162966456 0.5370922089
351.6177145684 0.1085688463 0.4007141590
351.8582875081 -0.0529322635 0.3928377330
351.9148863642 0.1802211513 0.5387670398
351.7424500656 0.2477178359 0.3923078477
351.9420161388 -0.0731358046 0.4080000520
351.7209820930 0.0923358968 0.5370922089
352.0451330960 0.3656187510 0.1048235968
351.6091460877 0.2616128714 0.4960584939
351.4991226950 0.0480266810 0.5534914732
351.8428888049 0.1498429970 0.4472553432
351.5242898359 0.3398493691 0.5359438658
351.5024198848 0.1228294497 0.5430102348
351.8815630568 0.2685954355 0.5387670398
351.8168789646 0.0917340543 0.4401371777
351.3785989787 0.2141272119 0.4629229605
352.0219116496 0.3536517707 0.4125002623
351.9518692640 -0.0320539403 0.5303999782
351.6629359479 -0.0356686284 0.4236921966
352.0405154933 -0.0217850990 0.8793436289
352.0704753238 -0.0020898948 0.1096615568
351.6299709876 0.0467104451 0.3984375298
351.6820812759 -0.0587910160 0.4547512531
351.6619018972 0.0426188844 0.4462500513
351.6163776069 -0.0380157868 0.5475000143
351.4098865891 0.1450732219 0.5763229728
351.4918441684 0.0175861998 0.5534914732
351.6530932081 0.1587174722 0.4960584939
351.7074774877 0.0336805388 0.4236921966
351.9165843522 0.0098101530 0.5152376890
351.5346850137 0.2124630536 0.5256934166
351.3945515167 0.0836305310 0.4629229605
351.4830372711 0.1117691565 0.5446680188
352.0323325581 0.1111063351 0.5303999782
351.3769718829 -0.0811559457 0.4347541332
351.4873870916 0.0716295747 0.4325315356
352.0401551924 -0.0230199545 0.8793436289
352.0156469723 0.1937732759 0.5192946792
352.0391682390 0.1903070066 0.9406370521
351.6511285462 0.2735733226 0.3912327588
351.8404224849 0.2201623478 0.5271410942
351.6170178486 0.0450131331 0.3984375298
351.7188608545 0.0623104040 0.5118922591
351.4166381780 0.0440617873 0.7534888983
352.0737292650 0.1393959818 0.9798389673
351.9136181438 -0.0031380669 0.5152376890
351.6748336617 0.2760063249 0.4909251034
351.9854061244 0.3757493851 0.2116559893
351.9986481939 0.1416265671 0.6815410256
351.7291898893 -0.0806771449 0.4401371777
351.9704593914 0.0949116549 0.5814934373
352.0653643014 0.1634214126 0.9399664402
351.4062281743 0.2511495388 0.5763229728
351.5337578053 0.2971980589 0.4848181009
351.6872893822 -0.0010043575 0.5118922591
351.7757446350 0.0120685686 0.4401371777
351.9771765415 -0.0761094064 0.4478050470
352.0155114649 0.2508541827 0.9406370521
351.9210419423 0.0717727866 0.3928377330
351.6396632576 0.2597313820 0.4833517373
351.6373616896 0.0032486685 0.5475000143
351.7159751880 0.1428416724 0.3912327588
351.4508199484 0.1017278715 0.6869951487
351.9113547967 0.3374843770 0.4926708639
351.7057403276 0.0581486808 0.4236921966
351.9774882790 -0.0242329013 0.5217952132
351.4551408123 0.1951208632 0.1956956387
351.9702711441 0.2575902538 0.4926708639
351.8023427725 -0.0115349905 0.4026317894
351.9373695744 0.1661127831 0.5420898199
352.0327804168 0.3692393722 0.4125002623
351.4707380244 0.0064470684 0.4325315356
351.8447478101 0.2753481330 0.5496801734
351.5362995295 0.2079974824 0.5256934166
351.9658868392 0.2855791527 0.5192946792
351.6006486418 -0.0298015251 0.5118375421
351.5058956666 0.1981649361 0.1095210761
352.0457537548 0.0141301576 0.4478050470
351.9103474057 0.3087537448 0.4956811965
351.7091503935 0.1920577508 0.3912327588
352.0415235303 0.1600309946 0.9406370521
351.8852903513 0.1357056751 0.7241380811
351.6088483542 0.2371432997 0.5388002992
352.0397451643 -0.0318536622 0.5453337431
351.7872436598 0.1441496612 0.4822030067
351.5160354881 0.1115318528 0.4325315356
352.0333270348 -0.1000143313 0.4315385520
351.9416821492 0.0283142762 0.5814934373
351.9775840310 0.2524315104 0.5192946792
351.9713285902 -0.0503569660 0.5217952132
351.8661413900 0.2915508687 0.5387670398
351.5502060531 -0.0158863527 0.4007141590
351.5635663666 -0.0162135972 0.5019641519
351.8904931153 -0.0285474255 0.3928377330
351.9702765790 -0.0434764674 0.5217952132
351.4740546356 0.1395588398 0.6845929027
351.7369225440 0.3083930690 0.5084689260
351.4380707507 0.1354126453 0.4462500513
351.7419572067 0.2510668834 0.5217612386
351.6223173614 0.3042148183 0.4833517373
351.5419986322 -0.0106417594 0.4007141590
351.3954252397 0.1274932138 0.4629229605
352.0151012512 0.2377854341 0.9406370521
351.6504888868 0.0058683669 0.5539177060
352.0618309861 -0.0333172655 0.1096615568
351.5008838421 0.1927389061 0.1095210761
351.6091112006 0.2555072703 0.4960584939
351.4444218878 0.1233159250 0.6869951487
351.8372204588 0.1976134944 0.1120000705
351.6964430455 0.0672159502 0.5370922089
351.5359546028 0.0233044229 0.5778284073
352.0291671247 0.1420489215 0.5192946792
351.4545942103 -0.0206825009 0.4325315356
351.8498862454 0.0220695340 0.5119881630
351.3871712022 0.1584457136 0.4629229605
351.8550201110 0.2719915863 0.5406959057
351.6188656069 0.2500438797 0.4960584939
351.6018816461 0.3085104221 0.3839325905
351.9042855640 0.2246739747 0.5387670398
351.6255558718 0.2408153993 0.3839325905
351.7263813570 -0.0212227357 0.4589302242
351.3821827069 0.3539262216 0.4420001805
351.7916199487 0.1883117000 0.5084689260
351.8989102898 0.1555261027 0.5496801734
351.5383379688 0.1769917781 0.5238073468
351.7426516293 0.1738154824 0.4917269945
351.7555746288 0.0479461773 0.3470835984
351.4198785176 0.1793462695 0.6128711700
351.7176059144 0.0448824543 0.5118922591
351.7579857554 0.1062689081 0.4547512531
352.0630608983 0.0868872953 0.4315385520
351.4024954867 0.3029418471 0.4420001805
352.0423433528 0.3237393516 0.4125002623
352.0681721026 0.1763094115 0.8329055309
351.9982470579 0.0599103818 0.5303999782
351.5941274503 0.3267991168 0.3839325905
351.8997261488 0.0681606325 0.5094993114
352.0598786103 0.0154249066 0.8793436289
351.7591432594 0.0952982543 0.4547512531
351.4258992484 0.2509201077 0.6910076141
351.4059187235 0.3018456209 0.5348218083
351.9153262350 0.0924680135 0.5094993114
351.6785942191 -0.0767038778 0.3470835984
352.0207481214 0.2326462248 0.9406370521
351.5922749197 0.0501158176 0.4007141590
351.5241680882 0.2204608413 0.5256934166
351.7134679504 -0.0372827468 0.4589302242
351.5019046595 0.2377697171 0.5238073468
351.3734540464 0.3509702983 0.4420001805
352.0137539447 0.1092869335 0.2260799557
351.7528743896 0.1291643810 0.5118922591
351.4404555109 0.2474137816 0.7424075603
351.4207551588 0.2520445083 0.7566490173
351.4309547670 0.3363929899 0.4747912884
351.8342206872 -0.0309658403 0.4096723199
351.6050169799 -0.0497057131 0.5475000143
352.0453452700 -0.0094953222 0.8793436289
351.4761608754 -0.0178546509 0.5859137774
351.6459087741 -0.0794858990 0.4236921966
351.5737712828 0.1443142778 0.5830157399
351.9455623898 -0.0666544289 0.4080000520
352.0042781305 0.1974698203 0.5192946792
351.8754374915 0.3058834835 0.5420898199
351.3710460808 -0.0785122277 0.4347541332
351.6250878017 0.0434341249 0.3984375298
351.6290316716 0.1339305507 0.6651407480
351.9551108400 0.2448479059 0.3856099844
351.5662406200 0.1992649561 0.4822132587
351.9231421456 0.3321222648 0.4926708639
351.4561266994 -0.0843134350 0.4759998620
351.5392796914 0.1725629083 0.5238073468
351.9865879456 0.1993415205 0.4926708639
351.8223323023 0.1876641363 0.4472553432
352.0631214407 -0.0427317301 0.1096615568
351.9451434509 0.1054829599 0.3928377330
351.7494188088 0.0491480325 0.3470835984
351.8763131140 0.0873673833 0.5119881630
351.4871778858 -0.0036413868 0.5859137774
351.4472654213 0.0655481605 0.6869951487
351.8208627308 -0.0115316636 0.5067367554
351.6953257157 0.2847165958 0.3923078477
351.5520398164 0.3709179094 0.1121259034
351.8684002320 0.3074304760 0.5420898199
352.0289563304 0.0738501977 0.5217952132
351.3922973712 0.0016896198 0.6964194179
352.0102121730 0.3395654719 0.5193326473
351.5161740094 0.0931765198 0.4325315356
351.8216934050 0.1602272806 0.4472553432
351.6765618119 0.0894317031 0.1012500003
351.5482985568 0.2559322088 0.4848181009
351.9077905283 0.1232401348 0.5119881630
352.0572919489 0.2988613290 0.1048235968
351.8097342720 0.1910515837 0.4472553432
351.9321081453 0.3384575911 0.5192946792
351.6420623282 0.2588728287 0.4833517373
351.5883285343 -0.0200575683 0.3984375298
351.8377572100 0.1665227389 0.3400002122
351.3860111245 0.0387301681 0.4629229605
351.9028857151 0.2028224238 0.5387670398
351.5145442763 -0.0224735548 0.5778284073
351.6295679861 -0.0462369611 0.4236921966
352.0099725940 0.0931515144 0.5303999782
351.8706420791 0.1492787436 0.5271410942
351.7958296189 0.2252094064 0.4472553432
351.3907434977 0.3647719462 0.4775902331
351.9497505038 0.0121397539 0.5853464603
351.9807409442 0.2610936580 0.5192946792
352.0149085287 -0.0345944363 0.5574666262
351.4446828003 0.0500264566 0.6869951487
351.4512455795 0.3330100989 0.5238073468
351.8275389724 -0.0113411879 0.5119881630
351.7130530760 0.3496383417 0.4220688939
351.4562007175 -0.0584276352 0.5859137774
352.0568470499 0.2254359055 0.8329055309
351.6560035751 0.2646030266 0.3912327588
351.3946708900 0.0467881899 0.4629229605
352.0552065116 0.2103274243 0.8329055309
351.4194716529 0.0791065292 0.6120681167
351.7252336036 -0.0643804710 0.4401371777
351.5693870931 0.2304103606 0.4848181009
351.9002898016 0.2915429443 0.5311409831
352.0671779344 0.0872293490 0.4315385520
352.0266770685 0.2744187879 0.8329055309
351.5920881607 0.1094535788 0.5216740966
351.6935225035 0.0555457618 0.5370922089
351.4907458995 0.0972487941 0.5430102348
351.7479433855 -0.0738183102 0.5424529910
351.5370712005 -0.0484049080 0.4007141590
351.5227823162 -0.0362461210 0.1209599599
351.6664282477 0.2341679892 0.4887968004
351.8185255346 0.2112340622 0.4520002604
351.7851376730 0.2499619713 0.1072551459
351.4220536827 -0.0050150570 0.5446680188
351.8140140445 0.0558618606 0.5424529910
351.4249209045 0.0499300088 0.7534888983
351.8644691516 0.3419247857 0.4331506491
351.4210154192 0.2823939958 0.5348218083
351.6767473885 0.3133191654 0.0994191393
351.5470601098 0.2039505922 0.5256934166
351.5273190347 0.1700756203 0.2023426741
351.7059873529 0.3199542459 0.5217612386
351.6314289755 0.3248325715 0.3912327588
351.9336269590 0.2303137875 0.5311409831
352.0512551842 0.3026015577 0.1048235968
351.6846689901 0.1635283179 0.4833517373
351.4915024971 0.0433317355 0.4325315356
351.7373073989 -0.0533852584 0.4401371777
351.3964732522 0.2274384195 0.5232474804
351.6148894643 0.0164537957 0.5118375421
351.8355281138 0.1626508863 0.4472553432
351.7802981801 0.1930335005 0.5217612386
351.4291783371 -0.0094015625 0.5446680188
351.6695726662 -0.0197931269 0.4236921966
352.0488757653 -0.0547102627 0.4315385520
351.8439391065 0.2271145916 0.4407410324
351.8464168902 0.1093720846 0.2141624540
351.6465082872 0.1097437435 0.5002660751
351.9243730948 -0.0475164209 0.5853464603
351.6882766473 0.1418883867 0.3839325905
351.6567065238 0.1839251557 0.3839325905
351.5143594518 0.2305607843 0.4309857488
351.9880313125 0.1561417840 0.4956811965
352.0173570075 0.2029802636 0.5261279941
351.6718774112 0.3368222002 0.3923078477
351.5831115220 0.1723257549 0.3726921976
351.4620117108 0.2845298223 0.4747912884
351.5729432624 0.2536568231 0.5359438658
351.4800904044 0.3015359146 0.4309857488
351.9368602304 -0.0227531522 0.5853464603
351.5444186148 0.2481339056 0.3726921976
351.6728294943 0.2855399641 0.4909251034
351.7154346679 0.1324803357 0.7284396887
351.4794649220 0.1497296722 0.5348218083
351.8933921994 0.0098537041 0.3928377330
351.7391332852 -0.0443781677 0.4401371777
351.8959550390 0.1684928834 0.2209392488
351.6455598350 0.2028878702 0.3839325905
352.0636950064 0.0744288001 0.8793436289
351.4509470537 0.2847830240 0.4747912884
351.9561195777 0.3513851036 0.8417096734
352.0456033432 0.2668845788 0.8329055309
351.9183125059 0.0632388312 0.4969426990
351.7126044262 0.0371234719 0.5118922591
351.7150762456 0.0660052924 0.4236921966
351.8390831962 -0.0298825633 0.4096723199
351.5368892703 -0.0327815149 0.4007141590
352.0577689367 -0.0630976339 0.1096615568
351.8794791320 0.0685156078 0.5119881630
352.0125440117 0.3065697433 0.8329055309
351.7064054295 0.0821636551 0.5370922089
351.6761629496 0.0559568077 0.5539177060
352.0736680765 0.0394743054 0.8793436289
351.6600692906 -0.0364209752 0.4236921966
351.7567476594 0.1788987765 0.4995629787
351.3749457578 0.3604096302 0.4420001805
351.9235102799 0.2412930015 0.4331506491
351.7992219916 0.2798917936 0.4520002604
351.5881964480 0.2392459975 0.4412362278
351.8202334641 -0.0045744140 0.5067367554
352.0171379457 0.3053972191 0.8329055309
351.6469497822 0.1123415863 0.5002660751
351.9315218819 0.0446390991 0.5152376890
351.5820657540 0.0733601494 0.4007141590
351.6233310350 0.2860843410 0.4833517373
351.4576308342 0.3419852994 0.4309857488
351.8939075240 -0.0116386837 0.5152376890
351.8864466375 0.2366285213 0.5387670398
351.6978503810 0.1335934919 0.4462500513
351.4972712867 0.3309671295 0.3726921976
351.7714831659 0.0082124441 0.4401371777
351.4663366879 -0.0129847226 0.5534914732
352.0157742834 0.1942860915 0.5192946792
351.3725646376 -0.0394363233 0.4347541332
351.7741695618 0.0027915635 0.5424529910
351.9297080397 0.3592671077 0.5192946792
351.7790551805 0.2944426062 0.4520002604
351.6967408840 0.3025292758 0.4995629787
352.0428304525 0.3412537814 0.1048235968
351.8063748856 0.1293260004 0.7274113894
351.4400115853 0.0368016331 0.6869951487
351.9297643578 0.1259251327 0.5094993114
351.5396620348 0.0713601763 0.4759998620
352.0420226551 -0.0657119021 0.4315385520
351.7168483945 0.1773517522 0.3912327588
351.3735238932 0.0788119016 0.1176368892
351.6366793420 0.1969336631 0.4960584939
351.7116992947 0.2999191536 0.4995629787
351.4040163152 0.1228208328 0.5763229728
351.9280078311 0.3641907140 0.5192946792
351.5293082935 0.0467051102 0.4759998620
351.5840095620 0.1366737452 0.6712906361
351.7533752712 0.3203447708 0.4472553432
351.6037381694 0.0798953661 0.4007141590
351.5516218338 0.2348140047 0.3726921976
351.8086003935 0.0705604519 0.5424529910
352.0474390523 0.2694330135 0.8329055309
351.4162624394 -0.0923449885 0.4325315356
351.6086631522 0.3304639825 0.7751653194
352.0298811776 0.1760264992 0.5261279941
351.7974095632 0.3758912851 0.1120000705
351.5125678799 0.3041929020 0.4822132587
351.5922869525 0.1465196241 0.4822132587
352.0159445624 0.3621523564 0.4125002623
351.9161074460 0.3338639161 0.4926708639
351.6338660762 0.1339642325 0.7217156291
351.4592688280 0.2986683320 0.4747912884
351.7459319994 0.1530650839 0.1991114914
351.4585376736 0.3046619712 0.4747912884
351.6865938087 0.3683093848 0.5217612386
351.8466073798 0.2905876869 0.5406959057
351.9617125934 0.1928942241 0.2080615163
351.8568206632 0.0719649217 0.5067367554
351.6618904715 0.1456059405 0.4960584939
351.6753623570 0.2717137017 0.4909251034
351.8041455344 -0.0851179677 0.4096723199
351.8583477638 -0.0724871767 0.3928377330
351.7554874958 0.2433170582 0.5217612386
351.9240580019 0.1288155741 0.7197749019
352.0154556835 0.0504870158 0.4080000520
351.6959155421 0.1033643741 0.5539177060
351.7368519366 0.1803940299 0.4917269945
351.3916737504 0.0947297919 0.4629229605
351.7622533722 0.2086572733 0.2069474906
351.6467354235 -0.0086306454 0.5539177060
351.5811204835 0.0091526601 0.5019641519
351.6515475363 0.1916810034 0.3839325905
351.4206789549 0.2738194273 0.5895438790
351.7266018457 -0.0864974075 0.4401371777
351.8415981679 -0.0860382060 0.3928377330
351.6841089519 0.1514304814 0.3839325905
352.0210324560 0.1340189363 0.5853464603
351.8462689299 0.3047083044 0.5387670398
351.7102220997 0.0026211774 0.4547512531
351.7769724218 0.2687722467 0.4472553432
351.4189220031 0.3404337896 0.3652701974
351.8673977803 0.0233701410 0.4096723199
351.7135882559 -0.0391796960 0.4589302242
351.6705427017 0.2397285173 0.3912327588
351.7914410984 0.3662432524 0.1120000705
351.4931928534 0.1057373778 0.5430102348
351.4901134221 0.1464417617 0.5348218083
351.9240236568 0.0550705447 0.3928377330
351.3957182118 0.1735068707 0.4629229605
351.9793515873 0.1064077395 0.5814934373
351.5455157782 0.0160192521 0.5778284073
351.5540855836 0.0696189262 0.5778284073
352.0035714156 0.2498763477 0.5281367898
351.7034150979 0.2137954405 0.4909251034
351.7859478649 0.2163796595 0.5084689260
351.5347621666 0.1044236585 0.5859137774
351.8536923324 -0.0108728342 0.5094993114
351.4006270982 0.3383647596 0.4775902331
351.5907886811 -0.0452127816 0.5118375421
351.6080186507 0.1095516565 0.4007141590
351.7093322858 0.0352518177 0.4236921966
352.0562625035 0.1162177328 0.3271367252
352.0124963433 -0.0858681005 0.5453337431
351.9307616373 -0.0216175522 0.5853464603
351.3939680247 0.0957902261 0.4629229605
351.7206979274 0.0952986108 0.5370922089
351.9785841922 0.1827979323 0.4956811965
351.9700788772 0.1141618299 0.5152376890
351.6226365990 0.3272383459 0.3912327588
351.4935178810 -0.0276540583 0.4759998620
351.6418606947 0.1921225622 0.4960584939
351.6085630868 0.3467384435 0.4887968004
351.8181648038 0.3052770978 0.5496801734
351.3887510766 0.2176381197 0.4629229605
351.5775804559 0.0492309570 0.4007141590
351.7507081369 -0.0686789665 0.5424529910
351.5857579255 -0.0148698276 0.3984375298
351.5830218247 0.3349146577 0.3839325905
351.3898990690 0.1359334603 0.4629229605
351.7330090996 -0.0493056586 0.4401371777
351.5756831932 0.2985315649 0.5388002992
351.7188998501 -0.0470905470 0.5283372402
351.7029115435 -0.0323395555 0.3470835984
351.7876944405 0.2563391949 0.4472553432
351.5585680100 0.2622982443 0.1121259034
351.4852110726 -0.0873004615 0.1209599599
351.7665780599 -0.0776114840 0.4026317894
351.4408127947 0.3552936175 0.5238073468
351.6186805146 -0.0905241586 0.5370922089
351.6294852758 0.0709234511 0.3984375298
351.4055229578 0.0549266362 0.6231302619
351.3745836884 0.2585553053 0.4629229605
351.9647608988 0.2486218120 0.4926708639
351.8247242696 0.2060585260 0.4520002604
351.8046422988 0.3553091294 0.5406959057
351.7664795109 0.1218318810 0.4547512531
351.3777874897 -0.0436188788 0.4347541332
351.8283554139 0.2470894935 0.5271410942
351.8798844542 -0.0614175613 0.5152376890
351.3846955727 0.2651938959 0.5232474804
351.6791993249 0.0310746163 0.5370922089
351.9968548242 0.2353144124 0.4213044047
351.7924081613 0.0573616235 0.4401371777
351.6283464235 0.2204947878 0.4960584939
351.6493085891 0.3137683810 0.4909251034
351.9771633954 0.2742524453 0.4213044047
351.5663661844 0.3180523917 0.5388002992
351.4799262999 0.0185966192 0.4325315356
351.6276289589 0.2535958177 0.3839325905
351.7081234986 0.0893215736 0.1134000048
351.7902323933 0.1552515774 0.5217612386
351.9125526056 0.2002517363 0.5387670398
351.8819159333 0.1124071488 0.5067367554
351.9745453701 0.0951385158 0.5814934373
351.4749923499 0.1005325497 0.5446680188
351.5606140363 -0.0816488372 0.3984375298
351.6645504088 0.3206286868 0.4917269945
351.5407255855 -0.0853875386 0.5002660751
351.8457564619 -0.0430706588 0.5094993114
351.7975450749 0.1257127156 0.4589302242
351.7239923417 0.3715557538 0.4472553432
351.7539073612 0.1823696103 0.4995629787
351.4258920453 0.0383554908 0.6869951487
351.5446631264 0.2633276095 0.4848181009
351.7937082292 0.0166331482 0.5424529910
351.5380794712 0.1231676922 0.2308738530
351.4596666116 -0.0332821340 0.5534914732
352.0645006173 0.1186506165 0.9830235839
351.5504301854 0.3371110716 0.5388002992
352.0147124432 -0.0292267913 0.5574666262
351.9273135319 0.0926757057 0.4969426990
351.7502522681 0.0358764879 0.3470835984
351.5670571695 0.0249076813 0.4007141590
351.7208545238 0.3196832855 0.5084689260
351.7969905602 0.1199482810 0.4589302242
351.6279784882 0.1888188585 0.5388002992
351.5581220052 0.2421376031 0.3726921976
351.5621664492 0.1647647292 0.5256934166
351.8856292102 -0.0139881302 0.3928377330
351.9152574698 0.0111045385 0.5152376890
351.4633244048 0.2166705157 0.2952785790
351.5201097402 0.1226835021 0.4325315356
351.5489159030 0.2260131656 0.4822132587
351.4492255850 0.1156163215 0.6869951487
351.7781468019 0.3236987593 0.5271410942
352.0335040005 0.1137860286 0.5303999782
351.7495180082 0.0785466731 0.4547512531
352.0680906982 -0.0061441045 0.1096615568
351.8235716616 -0.0017672714 0.5067367554
351.7054324112 0.0803769015 0.5370922089
351.5449018386 0.2825977693 0.4848181009
351.7709089714 0.0914510119 0.3470835984
351.6414785810 -0.0242192513 0.5539177060
351.7133039073 0.1622378016 0.3912327588
351.7788840284 0.2701668042 0.4472553432
